GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1976,1976,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,113,113,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1977,1977,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,180,180,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1978,1978,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,134,134,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1979,1979,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,119,119,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1980,1980,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,185,185,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1981,1981,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,160,160,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1982,1982,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,189,189,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1983,1983,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,121,121,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1984,1984,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,127,127,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1985,1985,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,140,140,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1986,1986,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,117,117,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1987,1987,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,54,54,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1988,1988,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,36,36,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1989,1989,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,68,68,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1990,1990,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,44,44,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1991,1991,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,35,35,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1992,1992,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,6,6,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1993,1993,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,10,10,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1994,1994,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,31,31,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1995,1995,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,4,4,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1996,1996,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,4,4,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1997,1997,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,2,2,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1998,1998,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,2,2,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1999,1999,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,8,8,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2001,2001,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2002,2002,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2003,2003,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2004,2004,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2006,2006,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2007,2007,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2008,2008,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2009,2009,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2011,2011,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2012,2012,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2013,2013,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,1,1,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2014,2014,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2016,2016,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2017,2017,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,0,0,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1974,1974,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,12005,12005,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1975,1975,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,12794,12794,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1976,1976,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,9316,9316,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1977,1977,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,5589,5589,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1978,1978,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,6544,6544,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1979,1979,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,12720,12720,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1980,1980,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,12134,12134,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1981,1981,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,11973,11973,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1982,1982,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,8238,8238,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1983,1983,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,7164,7164,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1984,1984,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,7145,7145,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1985,1985,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,7226,7226,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1986,1986,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,2796,2796,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1987,1987,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,2344,2344,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1988,1988,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,1553,1553,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1989,1989,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,1714,1714,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1990,1990,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,1134,1134,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1991,1991,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,470,470,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1992,1992,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,369,369,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1993,1993,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,1013,1013,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1994,1994,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,3123,3123,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1995,1995,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,872,872,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1996,1996,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,355,355,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1997,1997,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,989,989,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1998,1998,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,2490,2490,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1999,1999,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,2388,2388,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,68,68,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2001,2001,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,24,24,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2002,2002,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,54,54,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2003,2003,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,68,68,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2004,2004,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,201,201,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,127,127,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2006,2006,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,84,84,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2007,2007,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,47,47,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2008,2008,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,59,59,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2009,2009,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,254,254,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,64,64,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2011,2011,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,56,56,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2012,2012,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,1173,1173,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2013,2013,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,1373,1373,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2014,2014,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,236,236,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,119,119,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,2016,2016,,AMR,Americas,,WB_UMI,Upper-middle-income,,PER,Peru,,,,,,,,,,,,,,,,,143,143,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2005,2005,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,26,26,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2006,2006,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,22,22,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2007,2007,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,19,19,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2008,2008,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,13,13,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2009,2009,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,27,27,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2010,2010,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,13,13,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2011,2011,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,21,21,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2012,2012,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,32,32,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2013,2013,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,27,27,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2014,2014,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,22,22,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2015,2015,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,32,32,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2016,2016,,,,,,,,PER,Peru,,,,,,,,,,,,,,,,,23,23,,,,,
WHS3_45,Number of new leprosy cases,http://apps.who.int/gho/data/node.wrapper.imr?x-id=47,,,,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,,,,11,11,,,,,
